name,price,Odometer,Ground Clearance,,Electric Start,Type Approval,Fuel System,Throttle,Compression Ratio,Bed Capacity,Gears,"Seat Height, Laden",Protection Plan,Swingarm,"Weight, Maximum Capacity","Lean Angle, Right (deg.)",Turning Radius,Gear Ratios (overall) 6th,"Tires, Rear Specification",Induction,"Wheel Type, Optional Style",Vehicle Type,VIN,Gear Ratios (overall) 3rd,Shock Absorber,Rear braking system,Gear Ratios (overall) 2nd,Emissions,Front Suspension,Weight,Electrical,Dry Weight,Castor,"Reduction Ratio, Primary",Starter,Brake System Type,Seat Type,Trail,Oil Capacity (w/filter),Gearbox,Length,Height,Chassis,Overall Width,Gauges,"Rack capacity, front",Valve train,"Brake Disc Diameter, Rear",Year,Bed Box Dimensions (LxWxH),Drive/Driven Clutch,Carburetion,Acceleration,Rake/trail,Description,Motor Type,Front Wheel,"Gross Axle Weight Rating, Rear",Security Option,"Weight, In Running Order",Instrumentation,Fuel Injection,Rear Tires / Model,Fuel Economy: Combined City/Hwy,Drivetrain,Oil Filter,"Fuel Usage, 100% Load",Rear Wheel,Cylinders-Displacement (cc),Fuel Type,Spark Plug,Gear Ratios (overall) 5th,Engine Type,Warranty,"Maximum Torque, PTO",Oil capacity,Gear Ratios (overall) 4th,"Gross Axle Weight Rating, Front","Rack capacity, rear","Wheel Type, Front",Tail Light,Maximum Thrust,Stroke,Engine Torque,Engine Management,"Weight, As Shipped","Axle Capacity, Rear",Alternator,Stock Number,Fuel Capacity,Parking Brake,Cylinder Liners,Front Travel (in./cm.),Primary Drive,Fork,Rake (steering head) (deg),Transmission,"Range, City",Wheel Option,Steering,Turn Signal,California Emissions,Lighting,Air Cleaner,Final Drive,"Engine Torque, Maximum","Features, Optional",Raking Angle Degrees,Fuel Reserve,Motor Torque,Vivid Black,"Brake Disc Diameter, Front",Colors,Make,Front Wheel Travel,Rear Tire,Freight,Displacement,Curb Weight,Condition,Overall Height,Overall Vehicle Size (LxWxH),Note,Engine Power,Width,Family,"Reduction Ratio, Secondary",Model,Motor Power,Overall Width (in./cm.),Front Tire,"Steering Angle, Right",Overall Height (in./cm.),Gear Ratios (overall) 1st,Ignition,Engine,Transmission Fluid Volume,Lubrication,"Lean Angle, Left (deg.)",Duration,Rotor Diameter,Front Fork,Motor Controller,"Tires, Front Specification",Overall Length,Category,Rear Suspension,Chain Type,Unloaded Weight,Rear Shocks,Dimensions,Exhaust,Engine Torque (rpm),Engine Torque Testing Method,Operating Conditions,Oil Type,Front braking system,Luggage Capacity -Volume,Gear Shifter,Wheels,Maximum Power At Shaft,Cooling,Top Speed,Features,Two-Tone Option,Cooling System,Model Id,Wheelbase,Headlight Type,Payload Capacity,Rear Travel (in./cm.),Color,GVWR,Suspension,Luggage Capacity -Weight,Battery,"Tire Pressure, Rear",Clutch,"Rack capacity, total",Overall Length (in./cm.),"Steering Angle, Left","Tire Pressure, Front",Charging System,Bore,"Seat Height, Unladen",Cargo Capacity,Custom Color Option,Seat Height,Frame Type,Seating Capacity,Rear Wheel Travel,Front Tires / Model,Color Option,"Wheels Type, Rear","Brakes, Caliper Type",ABS Option,Drive System,Power System Type,Transmission/Final Drive,Engine Mount,Towing Capacity,Cruise Control Option,Color/Graphics
2013 Harley-Davidson® VRSCF - V-Rod Muscle®,"$13,994 ",23265,4.8 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,11.5:1,,,25.6 in.,,,,32,,,240/40R-18 79V,,,Motorcycle / Scooter,1HD1HPH15DC805403,6.322,,,7.897,,,,,,,,,,,5.6 in.,5 qt.,,92.8 in.,,,,"Electronic speedometer with odometer, time-of-day clock on odometer, dual tripmeter, fuel gauge with low fuel warning light and countdown feature, low oil pressure indicator light, engine diagnostics readout, LED indicator lights, tachometer",,,,2013,,,,,,,,,,,677 lb.,,,,37 mpg,,,,,,,,4.899,,,,,5.459,,,"Black, 5-Spoke Cast Aluminum",,,2.835 in.,87 ft-lb,,644 lb.,,,U805403WB,5 gal.,,,,"Gear, 117/64 ratio",,34,,,,,,,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, security system (optional), coolant temperature, low fuel warnings",,,,,,,,,,,Harley-Davidson®,,,,76.28 cu in,,Pre-owned,,,,,,V-Rod®,,VRSCF - V-Rod Muscle®,,,,,,11.752,,"Liquid-cooled, Revolution®, 60° V-Twin",,,32,,,,,120/70ZR-19 60W,,Sport,,,,,,"Satin chrome, dual side exhaust system with turnouts","6,750",J1349,,,,,,,,,,,,,,67 in.,,,,,,,,,,,,,,,,4.134 in.,26.7 in.,,,,,,,,,"Black, 5-Spoke Cast Aluminum",4-piston front and rear,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Harley-Davidson® XL1200V - Sportster® Seventy-Two®,"$9,499 ",8013,4.7 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.7:1,,,26.6 in.,,,,28.6,,,150/80B16 71H,,,Motorcycle / Scooter,1HD1LF315DC407222,4.948,,,6.653,,,,,,,,,,,5.3 in.,2.8 qt.,,89.4 in.,,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2013,,,,,,,,,,,555 lb.,,,,48 mpg,,,,,,,,3.517,,,,,4.102,,,Chrome Steel Laced,,,3.812 in.,73 ft-lb,,545 lb.,,,U407222FR,2.1 gal.,,,,"Chain, 57/38 Ratio",,30.1,,,,,,,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (optional)",,,,,,,,,,,Harley-Davidson®,,,,73.3 cu in,,Pre-owned,,,,,,Sportster®,,XL1200V - Sportster® Seventy-Two®,,,,,,9.315,,"Air-cooled, Evolution®",,,29.8,,,,,MH90-21 54H,,Standard,,,,,,"Chrome, staggered exhaust with slash-cut mufflers","3,500",J1349,,,,,,,,,,,,,,60 in.,,,,,,,,,,,,,,,,3.5 in.,28 in.,,,,,,,,,Chrome Steel Laced,"Dual-piston front, single-piston rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Harley-Davidson® XL883N - Sportster® Iron 883™,"$5,995 ",8003,3.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,8.9:1,,,25.7 in.,,,,29,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE211DC417478,5.35,,,7.436,,,,,,,,,,,4.6 in.,2.8 qt.,,85.8 in.,,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2013,,,,,,,,,,,573.2 lb.,,,,51 mpg,,,,,,,,3.93,,,,,4.583,,,"Black, 13-Spoke Cast Aluminum",,,3.812 in.,55 ft-lb,,553.3 lb.,,,U417478WF,3.3 gal.,,,,"Chain, 57/34 ratio",,30.5,,,,,,,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (optional)",,,,,,,,,,,Harley-Davidson®,,,,53.9 cu in,,Pre-owned,,,,,,Sportster®,,XL883N - Sportster® Iron 883™,,,,,,10.407,,"Air-cooled, Evolution®",,,30,,,,,100/90B19 57H,,Standard,,,,,,"Chrome, staggered shorty exhaust with dual mufflers","3,500",J1349,,,,,,,,,,,,,,59.8 in.,,,,,,,,,,,,,,,,3 in.,26.9 in.,,,,,,,,,"Black, 13-Spoke Cast Aluminum","Dual-piston front, single-piston rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Moto Guzzi NORGE 1200GT,"$8,249 ",25252,,,,,,,,,,,,,,,,,,,,Motorcycle / Scooter,ZGULPT007DM112462,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U112462TR,,,,,,,,,,,,,,,,,,,,,,,,,Moto Guzzi,,,,,,Pre-owned,,,,,,,,NORGE 1200GT,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Suzuki C50T,"$5,999 ",15735,,,,,,,,,,,,,,,,,,,,Motorcycle / Scooter,JS1VS55A4D2100637,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U100637TR,,,,,,,,,,,,,,,,,,,,,,,,,Suzuki,,,,,,Pre-owned,,,,,,,,C50T,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Triumph DAYTONA 675,"$9,495 ",12344,,,,,,,,,,,,,,,,,,,,Motorcycle / Scooter,SMTA01YK8DJ578557,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U578557WSE,,,,,,,,,,,,,,,,,,,,,,,,,Triumph,,,,,,Pre-owned,,,,,,,,DAYTONA 675,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Triumph TROPHY SE,"$8,494 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 Yamaha YZFR1 - DNS,"$8,700 ",14721,,,,,,,,,,,,,,,,,,,,Motorcycle / Scooter,JYARN23E1DA015856,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U015856TR/SALVAGE,,,,,,,,,,,,,,,,,,,,,,,,,Yamaha,,,,,,Pre-owned,,,,,,,,YZFR1 - DNS,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 BMW K1600GTL,"$12,249 ",40139,,,,,,,,,,,,,,,,,,,,Motorcycle / Scooter,WB1061202CZZ22266,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UZ22266TR,,,,,,,,,,,,,,,,,,,,,,,,,BMW,,,,,,Pre-owned,,,,,,,,K1600GTL,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLD - Dyna® Switchback™,"$10,494 ",44347,4.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.1 in.,,,,29,,2.79,160/70B17 73H,,,Motorcycle / Scooter,1HD1GZM19CC316554,4.793,,,6.454,,,,,,,,,,,5.84 in.,3 qt.,,92.8 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer, dual tripmeter, RPM/Gear display, fuel gauge with low fuel warning light and countdown feature, low oil pressure indicator light, engine diagnostics readout, LED indicator lights, 6-speed indicator light",,,,2012,,,,,,,,,,,718 lb.,,,,42 mpg,,,,,,,,3.307,,,,,3.882,,,"Black, 5-Spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,696 lb.,,,U316554SR,4.7 gal.,,,,"Chain, 34/46 ratio",,29.9,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Dyna®,,FLD - Dyna® Switchback™,,,,,,9.311,,"Air-cooled, Twin Cam 103™",,,29,,,,,130/70B18 63H,,Cruiser,,,,,,New 2-into-1 chrome exhaust with straight-cut muffler,"3,500",J1349,,,,,,,,,,,,,,62.8 in.,,,,,,,,,,,,,,,,3.875 in.,27.4 in.,,,,,,,,,"Black, 5-Spoke Cast Aluminum","4-piston fixed front, and 2-piston torque-free floating rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLD - Dyna® Switchback™,"$12,999 ",25955,4.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.1 in.,,,,29,,2.79,160/70B17 73H,,,Motorcycle / Scooter,1HD1GZM19CC320278,4.793,,,6.454,,,,,,,,,,,5.84 in.,3 qt.,,92.8 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer, dual tripmeter, RPM/Gear display, fuel gauge with low fuel warning light and countdown feature, low oil pressure indicator light, engine diagnostics readout, LED indicator lights, 6-speed indicator light",,,,2012,,,,,,,,,,,718 lb.,,,,42 mpg,,,,,,,,3.307,,,,,3.882,,,"Black, 5-Spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,696 lb.,,,U320278FR,4.7 gal.,,,,"Chain, 34/46 ratio",,29.9,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Dyna®,,FLD - Dyna® Switchback™,,,,,,9.311,,"Air-cooled, Twin Cam 103™",,,29,,,,,130/70B18 63H,,Cruiser,,,,,,New 2-into-1 chrome exhaust with straight-cut muffler,"3,500",J1349,,,,,,,,,,,,,,62.8 in.,,,,,,,,,,,,,,,,3.875 in.,27.4 in.,,,,,,,,,"Black, 5-Spoke Cast Aluminum","4-piston fixed front, and 2-piston torque-free floating rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLD - Dyna® Switchback™,"$12,995 ",26542,4.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.1 in.,,,,29,,2.79,160/70B17 73H,,,Motorcycle / Scooter,1HD1GZM11CC328200,4.793,,,6.454,,,,,,,,,,,5.84 in.,3 qt.,,92.8 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer, dual tripmeter, RPM/Gear display, fuel gauge with low fuel warning light and countdown feature, low oil pressure indicator light, engine diagnostics readout, LED indicator lights, 6-speed indicator light",,,,2012,,,,,,,,,,,718 lb.,,,,42 mpg,,,,,,,,3.307,,,,,3.882,,,"Black, 5-Spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,696 lb.,,,U328200WF,4.7 gal.,,,,"Chain, 34/46 ratio",,29.9,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Dyna®,,FLD - Dyna® Switchback™,,,,,,9.311,,"Air-cooled, Twin Cam 103™",,,29,,,,,130/70B18 63H,,Cruiser,,,,,,New 2-into-1 chrome exhaust with straight-cut muffler,"3,500",J1349,,,,,,,,,,,,,,62.8 in.,,,,,,,,,,,,,,,,3.875 in.,27.4 in.,,,,,,,,,"Black, 5-Spoke Cast Aluminum","4-piston fixed front, and 2-piston torque-free floating rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLD - Dyna® Switchback™,"$10,495 ",1058,4.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.1 in.,,,,29,,2.79,160/70B17 73H,,,Motorcycle / Scooter,1HD1GZM13CC301077,4.793,,,6.454,,,,,,,,,,,5.84 in.,3 qt.,,92.8 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer, dual tripmeter, RPM/Gear display, fuel gauge with low fuel warning light and countdown feature, low oil pressure indicator light, engine diagnostics readout, LED indicator lights, 6-speed indicator light",,,,2012,,,,,,,,,,,718 lb.,,,,42 mpg,,,,,,,,3.307,,,,,3.882,,,"Black, 5-Spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,696 lb.,,,U301077SR,4.7 gal.,,,,"Chain, 34/46 ratio",,29.9,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Dyna®,,FLD - Dyna® Switchback™,,,,,,9.311,,"Air-cooled, Twin Cam 103™",,,29,,,,,130/70B18 63H,,Cruiser,,,,,,New 2-into-1 chrome exhaust with straight-cut muffler,"3,500",J1349,,,,,,,,,,,,,,62.8 in.,,,,,,,,,,,,,,,,3.875 in.,27.4 in.,,,,,,,,,"Black, 5-Spoke Cast Aluminum","4-piston fixed front, and 2-piston torque-free floating rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLHR - Road King®,"$12,999 ",45103,5.1 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.5 in.,,,,33,,2.875,NW 180/65B16 81H,,Tubeless Chrome Aluminum Profile Laced,Motorcycle / Scooter,1HD1FBM17CB665129,4.938,,,6.65,,,,,,,,,,,6.69 in.,4 qt.,,95 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer; dual trip meter; low fuel indicator light and mileage countdown feature; low oil pressure indicator light; engine diagnostics readout; LED indicator lights; 6-speed indicator light",,,,2012,,,,,,,,,,,812 lb.,,,,42 mpg,,,,,,,,3.407,,,,,4,,,"Black, 28-spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,775 lb.,,,U665129FR,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Touring,,FLHR - Road King®,,,,,,9.593,,Air-cooled Twin Cam 103™ with Integrated Oil-Cooler,,,31,,,,,NW 130/80B17 65H,,Touring,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers","3,250",J1349,,,,2.26 cu ft,,,,,,,,,,63.5 in.,,,,,,,,,,,,,,,,3.875 in.,28 in.,,,,,,,,,"Black, 28-spoke Cast Aluminum","32 mm, 4-piston fixed front and rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLHR - Road King®,"$13,995 ",8084,5.1 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.5 in.,,,,33,,2.875,NW 180/65B16 81H,,Tubeless Chrome Aluminum Profile Laced,Motorcycle / Scooter,1HD1FBM19CB624016,4.938,,,6.65,,,,,,,,,,,6.69 in.,4 qt.,,95 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer; dual trip meter; low fuel indicator light and mileage countdown feature; low oil pressure indicator light; engine diagnostics readout; LED indicator lights; 6-speed indicator light",,,,2012,,,,,,,,,,,812 lb.,,,,42 mpg,,,,,,,,3.407,,,,,4,,,"Black, 28-spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,775 lb.,,,U624016SR,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Touring,,FLHR - Road King®,,,,,,9.593,,Air-cooled Twin Cam 103™ with Integrated Oil-Cooler,,,31,,,,,NW 130/80B17 65H,,Touring,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers","3,250",J1349,,,,2.26 cu ft,,,,,,,,,,63.5 in.,,,,,,,,,,,,,,,,3.875 in.,28 in.,,,,,,,,,"Black, 28-spoke Cast Aluminum","32 mm, 4-piston fixed front and rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Harley-Davidson® FLHR - Road King®,"$13,495 ",54418,5.1 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.6:1,,,26.5 in.,,,,33,,2.875,NW 180/65B16 81H,,Tubeless Chrome Aluminum Profile Laced,Motorcycle / Scooter,1HD1FBM10CB635504,4.938,,,6.65,,,,,,,,,,,6.69 in.,4 qt.,,95 in.,,,,"Tank-mounted electronic speedometer with odometer, time-of-day clock on odometer; dual trip meter; low fuel indicator light and mileage countdown feature; low oil pressure indicator light; engine diagnostics readout; LED indicator lights; 6-speed indicator light",,,,2012,,,,,,,,,,,812 lb.,,,,42 mpg,,,,,,,,3.407,,,,,4,,,"Black, 28-spoke Cast Aluminum",,,4.38 in.,100 ft-lb,,775 lb.,,,U635504SR,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,,,,,,,,,,,,,Harley-Davidson®,,,,103 cu in,,Pre-owned,,,,,,Touring,,FLHR - Road King®,,,,,,9.593,,Air-cooled Twin Cam 103™ with Integrated Oil-Cooler,,,31,,,,,NW 130/80B17 65H,,Touring,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers","3,250",J1349,,,,2.26 cu ft,,,,,,,,,,63.5 in.,,,,,,,,,,,,,,,,3.875 in.,28 in.,,,,,,,,,"Black, 28-spoke Cast Aluminum","32 mm, 4-piston fixed front and rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
